TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,COLUMN_DEFAULT,IS_IDENTITY
dbo,EVoucherRedeemLog,DeletedBy,9,YES,int,NULL,10,0,NULL,0
dbo,EVoucherRedeemLog,DeleteReason,10,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,EVoucherToken,TokenID,1,NO,int,NULL,10,0,NULL,1
dbo,EVoucherToken,EVoucherID,2,NO,int,NULL,10,0,NULL,0
dbo,EVoucherToken,Token,3,NO,varchar,64,NULL,NULL,NULL,0
dbo,EVoucherToken,ExpiresAt,4,NO,datetime2,NULL,NULL,NULL,NULL,0
dbo,EVoucherToken,IsRevoked,5,NO,bit,NULL,NULL,NULL,NULL,0
dbo,EVoucherToken,IsDeleted,6,NO,bit,NULL,NULL,NULL,((0)),0
dbo,EVoucherToken,DeletedAt,7,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,EVoucherToken,DeletedBy,8,YES,int,NULL,10,0,NULL,0
dbo,EVoucherToken,DeleteReason,9,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,EVoucherType,EVoucherTypeID,1,NO,int,NULL,10,0,NULL,1
dbo,EVoucherType,Name,2,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,EVoucherType,ValueAmount,3,NO,decimal,NULL,18,2,NULL,0
dbo,EVoucherType,ValidFrom,4,NO,datetime2,NULL,NULL,NULL,NULL,0
dbo,EVoucherType,ValidTo,5,NO,datetime2,NULL,NULL,NULL,NULL,0
dbo,EVoucherType,PointsCost,6,NO,int,NULL,10,0,NULL,0
dbo,EVoucherType,TotalAvailable,7,NO,int,NULL,10,0,NULL,0
dbo,EVoucherType,Description,8,YES,nvarchar,600,NULL,NULL,NULL,0
dbo,EVoucherType,IsDeleted,9,NO,bit,NULL,NULL,NULL,((0)),0
dbo,EVoucherType,DeletedAt,10,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,EVoucherType,DeletedBy,11,YES,int,NULL,10,0,NULL,0
dbo,EVoucherType,DeleteReason,12,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,forums,forum_id,1,NO,int,NULL,10,0,NULL,1
dbo,forums,game_id,2,YES,int,NULL,10,0,NULL,0
dbo,forums,name,3,YES,varchar,50,NULL,NULL,NULL,0
dbo,forums,description,4,YES,nvarchar,300,NULL,NULL,NULL,0
dbo,forums,created_at,5,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,game_metric_daily,id,1,NO,int,NULL,10,0,NULL,1
dbo,game_metric_daily,game_id,2,YES,int,NULL,10,0,NULL,0
dbo,game_metric_daily,metric_id,3,YES,int,NULL,10,0,NULL,0
dbo,game_metric_daily,date,4,YES,date,NULL,NULL,NULL,NULL,0
dbo,game_metric_daily,value,5,YES,decimal,NULL,18,4,NULL,0
dbo,game_metric_daily,agg_method,6,YES,varchar,20,NULL,NULL,NULL,0
dbo,game_metric_daily,quality,7,YES,varchar,20,NULL,NULL,NULL,0
dbo,game_metric_daily,created_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,game_metric_daily,updated_at,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,game_source_map,id,1,NO,int,NULL,10,0,NULL,1
dbo,game_source_map,game_id,2,YES,int,NULL,10,0,NULL,0
dbo,game_source_map,source_id,3,YES,int,NULL,10,0,NULL,0
dbo,game_source_map,external_key,4,YES,nvarchar,255,NULL,NULL,NULL,0
dbo,game_source_map,CreatedAt,5,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,games,game_id,1,NO,int,NULL,10,0,NULL,1
dbo,games,name,2,YES,nvarchar,50,NULL,NULL,NULL,0
